0.01, 578.52, 0.00, 1.92
578.53, 4910.18, 11.11, 6.40 
4919.19, 8629.20, 288.33, 10.88
8629.21, 10031.07, 692.96, 16.00
10031.08, 12009.94, 917.26, 17.92
12009.95, 24222.31, 1271.87, 21.36
24222.32, 38177.69, 3880.44, 23.52
38177.70, 72887.50, 7162.74, 30.00
72887.51, 97183.33, 17575.69, 32.00
97183.34, 291550.00, 25350.35, 34.00
291550.01, Inf, 91435.02, 35.00


